CODPARC;RAZAOSOCIAL;NOMEPARC;NOMECID;UF;CODREG;NOMEREG;NUNOTAPEDIDO;DTNEG;VLRPEDIDO;TOTAL_CAIXASPEDIDO;PESO_PEDIDO;NUNOTAVENDA;DTFATURAMENTO;VLRNOTA;TOTAL_CAIXASFATUR;PESO_NOTA;DTENTREGA;DIAS;FATURADOENTREGA;PEDIDOENTREGA;SEQUENCIA;STATUS;STATUS_DESC
512;HIPER QUEIROZ LTDA;QUEIROZ B. HORIZONTE NOVO;Mossoro;RN;10101300;RN - MOSSORÓ;293414;2025-11-21 00:00:00;1206.6;37;303.408;293547;2025-11-21 00:00:00;1206.6;37;303.408;;0;;;5;0;Em Rota
992;J. M. DE ARAUJO MERCEARIA;SUPERBOX MARIA DAS GRACAS;JARDIM DO SERIDO;RN;10101200;RN - SERIDÓ 2;291422;2025-11-13 00:00:00;989.8;55;594;291609;2025-11-14 00:00:00;989.8;55;594;2025-11-19 00:00:00;1;5;6;4;1;Entregue
648;J G R ATACADO E VAREJO LTDA;JOSA DISTRIB DE BEB. ATACADO - R.SUPERCOP;Santo Antônio;RN;10101000;RN - AGRESTE 2;291480;2025-11-14 00:00:00;1557.6;55;430.32;291578;2025-11-14 00:00:00;1557.6;55;430.32;2025-11-19 00:00:00;0;5;5;3;1;Entregue
542;SUPERMERCADO MEDEIROS LTDA;SUP. MEDEIROS-MATRIZ REDE RN;TOUROS;RN;10101600;RN - SALINEIRA 1;290001;2025-11-10 00:00:00;971.41;20;200.04;293570;2025-11-21 00:00:00;971.41;20;200.04;;11;;;2;0;Em Rota
114;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL MOEMA TINOCO PAJUCARA;Natal;RN;10100101;RN - NATAL NORTE;290738;2025-11-11 00:00:00;20291.88;553;2097.924;290960;2025-11-12 00:00:00;20291.88;553;2097.924;2025-11-14 00:00:00;1;2;3;50;1;Entregue
835;LUZINETE OLIVEIRA SOARES;CASA SANTO ANTONIO;LAGOA SALGADA;RN;10101000;RN - AGRESTE 2;290747;2025-11-11 00:00:00;814.74;18;66.732;291565;2025-11-14 00:00:00;814.74;18;66.732;2025-11-19 00:00:00;3;5;8;16;1;Entregue
4568;PONTES & SOARES SUPERMERCADOS LTDA;SUP. PONTES E SOARES - PB;PICUI;PB;10200600;PB - SUPERIOR CG 2;289465;2025-11-07 00:00:00;3014.34;91;572.016;291633;2025-11-14 00:00:00;2948.1;90;561.744;;7;;;38;0;Em Rota
236;CAICO DISTRIBUIDORA DE LATICINIOS E FRIOS LTDA;CAICO FRIOS LAGOA NOVA;Natal;RN;10100102;RN - NATAL SUL;291417;2025-11-13 00:00:00;510.44;23;264.978;292000;2025-11-17 00:00:00;73.78;3;37.926;2025-11-17 00:00:00;4;0;4;1;1;Entregue
575;SERIDO COMERCIAL LTDA;SUP. SERIDO - REDE SERIDO;Currais Novos;RN;10101200;RN - SERIDÓ 2;291230;2025-11-13 00:00:00;729.84;17;63.696;291748;2025-11-14 00:00:00;655.68;16;53.424;2025-11-20 00:00:00;1;6;7;14;1;Entregue
4457;RIDIVALDO MARQUES SOUTO 08052327458;MERCADINHO UNIAO - PB;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;287927;2025-11-03 00:00:00;1031.88;24;135.864;289698;2025-11-07 00:00:00;1031.88;24;135.864;2025-11-10 00:00:00;4;3;7;15;1;Entregue
1229;JOSE SAMUEL BALBINO CONFESSOR LTDA;MERC. DO NETO LJ 22 - R. NOSSA GENTE;CAMPO REDONDO;RN;10101800;RN - TRAIRI;288880;2025-11-05 00:00:00;3138.0;55;321.18;289848;2025-11-07 00:00:00;2175.0;40;248.82;2025-11-12 00:00:00;2;5;7;23;1;Entregue
1252;FORNECE FOODS E LATICINIOS LTDA;LINS DISTRIBUIDORA DE FRIOS;Mossoro;RN;10101300;RN - MOSSORÓ;292196;2025-11-17 00:00:00;648.08;11;128.352;293528;2025-11-21 00:00:00;648.08;11;128.352;;4;;;3;0;Em Rota
995;JOAO SILVINO DE ARAUJO 02553018479;BOLINHA CANAL BIG;JARDIM DO SERIDO;RN;10101200;RN - SERIDÓ 2;290414;2025-11-10 00:00:00;818.4;13;176.688;291621;2025-11-14 00:00:00;744.24;14;166.416;2025-11-19 00:00:00;4;5;9;3;1;Entregue
533;JEFTE DE MEDEIROS;MERC. MEDEIROS-R. QUERO BEM;JOSE DA PENHA;RN;10101500;RN - AUTO-OESTE;293295;2025-11-21 00:00:00;619.68;20;154.32;293494;2025-11-21 00:00:00;619.68;20;154.32;;0;;;10;0;Em Rota
548;F V P DE MORAES;PANIF. VOLLET- REDE RN;Natal;RN;10100101;RN - NATAL NORTE;288528;2025-11-05 00:00:00;852.0;45;295.2;288895;2025-11-06 00:00:00;160.0;5;39.12;2025-11-06 00:00:00;1;0;1;1;1;Entregue
421;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUARLJ 01-SBC ATACADO;Macaiba;RN;10100500;RN - MACAÍBA;292960;2025-11-19 00:00:00;384.6;23;158.88;292977;2025-11-19 00:00:00;384.6;23;158.88;2025-11-21 00:00:00;0;2;2;4;1;Entregue
510;HIPER QUEIROZ LTDA;QUEIROZ NOVA BETANIA NOVO;Mossoro;RN;10101300;RN - MOSSORÓ;289026;2025-11-06 00:00:00;1232.4;25;35.844;289752;2025-11-07 00:00:00;1232.4;25;35.844;2025-11-11 00:00:00;1;4;5;16;1;Entregue
693;ADAILTON RANIERIO DANTAS;SUP. SANTO ANTONIO-COMPRECLUBE;PARELHAS;RN;10101200;RN - SERIDÓ 2;290515;2025-11-11 00:00:00;1612.48;60;690.88;291597;2025-11-14 00:00:00;1612.48;60;690.88;2025-11-21 00:00:00;3;7;10;14;1;Entregue
1313;COMERCIAL OLIVEIRA & AVELINO LTDA;COMERCIAL AVELINO;Natal;RN;10100101;RN - NATAL NORTE;288128;2025-11-04 00:00:00;20254.56;412;2686.206;288621;2025-11-05 00:00:00;19253.52;391;2438.114;2025-11-06 00:00:00;1;1;2;63;1;Entregue
256;CENTRO COMERCIO DE CARNES LTDA;FRIGOIAS NAZARE;Natal;RN;10100103;RN - NATAL OESTE;290805;2025-11-12 00:00:00;569.28;18;82.176;290901;2025-11-12 00:00:00;505.08;17;77.352;2025-11-13 00:00:00;0;1;1;12;1;Entregue
4375;CASA ALVES MERCADINHO LTDA;CASA ALVES - PB;ESPERANCA;PB;10300600;PE - AGRESTE CENTRAL;290166;2025-11-10 00:00:00;2103.24;49;301.704;291710;2025-11-14 00:00:00;2103.24;49;301.704;;4;;;30;0;Em Rota
158;SENDAS DISTRIBUIDORA S/A;ASSAI IMPERATRIZ-LJ 172;IMPERATRIZ;MA;10800400;PI|MA|PA-GRANDE IMPE;289959;2025-11-09 00:00:00;2342.4;70;183.84;293283;2025-11-21 00:00:00;2342.4;70;183.84;;12;;;2;0;Em Rota
818;BOM DEMAIS SUPERMERCADOS LTDA;BOM DMAIS SUPERMERCADOS;MONTEIRO;PB;10200900;PB - DIREITA PATOS;291452;2025-11-14 00:00:00;3919.18;108;912.384;291635;2025-11-14 00:00:00;2871.18;88;642.144;2025-11-21 00:00:00;0;7;7;12;1;Entregue
5686;SUPERMERCADO AVISTAO LTDA;SUP. AVISTAO - CRUZETA;CRUZETA;RN;10101200;RN - SERIDÓ 2;291425;2025-11-13 00:00:00;2040.01;60;738.72;291611;2025-11-14 00:00:00;2040.01;60;738.72;2025-11-18 00:00:00;1;4;5;1;1;Entregue
699;COMERCIAL J. M. LTDA;SUP. ECONOMICO JC;Joao Camara;RN;10101700;RN - SALINEIRA 2;289138;2025-11-06 00:00:00;3340.08;109;787.032;289924;2025-11-07 00:00:00;2332.56;92;616.464;2025-11-12 00:00:00;1;5;6;16;1;Entregue
538;REBOUCAS SUPERMERCADO LTDA;REBOUCAS BELO HORIZONTE;Mossoro;RN;10101300;RN - MOSSORÓ;293153;2025-11-20 00:00:00;346.32;10;81.792;293540;2025-11-21 00:00:00;346.32;10;81.792;;1;;;4;0;Em Rota
489;DIOGENES & CIA LTDA;ARMAZEM SAO FRANCISCO-REDE OESTE;PORTALEGRE;RN;10101500;RN - AUTO-OESTE;293163;2025-11-21 00:00:00;464.6;9;107.688;293466;2025-11-21 00:00:00;464.6;9;107.688;;0;;;2;0;Em Rota
624;SUPERMERCADO VIVABEM LTDA;SUP. VIVA BEM I QUINTAS - R.SUPER SHOW;Natal;RN;10100103;RN - NATAL OESTE;292073;2025-11-17 00:00:00;808.04;43;464.4;292522;2025-11-18 00:00:00;808.04;43;464.4;2025-11-19 00:00:00;1;1;2;4;1;Entregue
3499;MIX MORIAH LTDA;REI DOS SALGADINHOS E BOMBONS MA;Paco do Lumiar;MA;10800200;PI|MA-GRANDE SÃO LUÍ;289461;2025-11-07 00:00:00;1059.35;30;324;289538;2025-11-07 00:00:00;1059.35;30;324;2025-11-14 00:00:00;0;7;7;1;1;Entregue
1333;AZEVEDO CRUZ SUPERMERCADO LTDA;ALEX SUPERMERCADO SP POTENGI-COMPRECLUBE;São Paulo do Potengi;RN;10101800;RN - TRAIRI;289475;2025-11-07 00:00:00;620.0;50;324;290283;2025-11-10 00:00:00;620.0;50;324;2025-11-14 00:00:00;3;4;7;1;1;Entregue
4749;INDUSTRIA COMERCIAL FRIGORIFICA POTIGUAR LTDA;NORDESTAO CD - CENTRAL CARNES;Parnamirim;RN;10100400;RN - PARNAMIRIM;288521;2025-11-05 00:00:00;16488.0;75;976.95;289899;2025-11-07 00:00:00;659.52;3;39.078;2025-11-10 00:00:00;2;3;5;1;1;Entregue
2252;SUPERMERCADO VIDA NOVA LTDA;SUP. VIDA NOVA 2-REDE PARAIBA;Belém;PB;10200500;PB - SUPERIOR CG 1;293349;2025-11-21 00:00:00;547.56;18;98.604;294163;2025-11-24 00:00:00;57.24;1;1.644;;3;;;1;0;Em Rota
441;COMERCIAL VENANCIO LTDA;REDE MAIS CURRAIS NOVOS LJ 02;Currais Novos;RN;10101200;RN - SERIDÓ 2;291070;2025-11-12 00:00:00;2095.8;78;919.764;292008;2025-11-17 00:00:00;110.27;4;50.568;2025-11-19 00:00:00;5;2;7;1;1;Entregue
250;PRUDENTE COMERCIO DE CARNES LTDA;FRIGOIAS NOVA PARNAMIRIM;Parnamirim;RN;10100400;RN - PARNAMIRIM;289170;2025-11-06 00:00:00;461.28;10;35.544;289903;2025-11-07 00:00:00;397.08;9;30.72;2025-11-10 00:00:00;1;3;4;9;1;Entregue
5840;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;SUPERFRANGOLANDIA EUSEBIO - FRANGOLANDIA LJ10;EUSEBIO;CE;10700100;CE - OPERADOR LOGÍST;290192;2025-11-10 00:00:00;1615.89;30;131.028;290207;2025-11-10 00:00:00;1535.31;29;129.516;;0;;;28;0;Em Rota
4723;MARIA SIMONE LAURENTINO DOS SANTOS;MERCADINHO DO MOUCO;Tangará;RN;10101800;RN - TRAIRI;289299;2025-11-06 00:00:00;1712.92;26;266.84;290044;2025-11-10 00:00:00;119.04;2;21.456;2025-11-11 00:00:00;4;1;5;1;1;Entregue
2388;Z N CARNES E FRIOS LTDA;Z N CARNES E FRIOS LTDA-FILIAL;Natal;RN;10100102;RN - NATAL SUL;292206;2025-11-17 00:00:00;483.84;15;66.504;292533;2025-11-18 00:00:00;483.84;15;66.504;2025-11-19 00:00:00;1;1;2;15;1;Entregue
3954;JAILSON NERES DA SILVA;COMERCIAL NERES;Poço Branco;RN;10101600;RN - SALINEIRA 1;292219;2025-11-17 00:00:00;966.12;20;99.744;293579;2025-11-21 00:00:00;966.12;20;99.744;;4;;;19;0;Em Rota
423;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUAR LJ 03 PARNAMIRIM-SBC ATA;Parnamirim;RN;10100400;RN - PARNAMIRIM;288307;2025-11-04 00:00:00;633.49;22;260.088;289105;2025-11-06 00:00:00;605.92;21;247.446;2025-11-07 00:00:00;2;1;3;7;1;Entregue
487;SUPERMERCADO PAI E FILHO LTDA;MERC. PAI E FILHO-REDE OESTE;Umarizal;RN;10101500;RN - AUTO-OESTE;288806;2025-11-05 00:00:00;818.11;33;370.008;289666;2025-11-07 00:00:00;818.11;33;370.008;2025-11-18 00:00:00;2;11;13;6;1;Entregue
1298;LOJAS COMPRAKI LTDA;KI ATACADAO PESQUEIRA - COMPRAKI PE;Pesqueira;PE;10300600;PE - AGRESTE CENTRAL;291494;2025-11-14 00:00:00;165.0;7;28.368;291516;2025-11-14 00:00:00;165.0;7;28.368;2025-11-20 00:00:00;0;6;6;5;1;Entregue
693;ADAILTON RANIERIO DANTAS;SUP. SANTO ANTONIO-COMPRECLUBE;PARELHAS;RN;10101200;RN - SERIDÓ 2;291427;2025-11-13 00:00:00;1425.62;132;855.36;291612;2025-11-14 00:00:00;1425.62;132;855.36;2025-11-21 00:00:00;1;7;8;1;1;Entregue
3922;JOSE AUGUSTO A. FEITOSA LTDA;GRAO PAU FERRENSE;Pau dos Ferros;RN;10101500;RN - AUTO-OESTE;289219;2025-11-06 00:00:00;600.0;20;156.48;289665;2025-11-07 00:00:00;600.0;20;156.48;2025-11-10 00:00:00;1;3;4;1;1;Entregue
5603;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL NOVA BETANIA;Mossoro;RN;10101300;RN - MOSSORÓ;292189;2025-11-17 00:00:00;791.04;15;46.524;293523;2025-11-21 00:00:00;791.04;15;46.524;;4;;;6;0;Em Rota
2251;SUPERMERCADO VIDA NOVA LTDA;SUP. VIDA NOVA 1 - REDE PARAIBA;Belém;PB;10200500;PB - SUPERIOR CG 1;293346;2025-11-21 00:00:00;804.12;29;169.284;293679;2025-11-21 00:00:00;746.88;28;167.64;;0;;;12;0;Em Rota
103;SUPERMERCADO NORDESTAO LTDA;NORDESTAO LAGOA NOVA LJ 3;Natal;RN;10100102;RN - NATAL SUL;290725;2025-11-11 00:00:00;993.0;55;337.92;291799;2025-11-14 00:00:00;993.0;55;337.92;2025-11-19 00:00:00;3;5;8;3;1;Entregue
375;ALAIN DELON SILVA OLIVEIRA;SUP. VITORIA - REDE COMPREMAIS;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;293268;2025-11-21 00:00:00;7510.2;204;1230.528;293681;2025-11-21 00:00:00;7382.04;202;1227.24;;0;;;36;0;Em Rota
741;JE VAREJAO SUPERMERCADO EIRELI;VAREJAO SUPERMERCADO;Santa Cruz;RN;10101800;RN - TRAIRI;291430;2025-11-13 00:00:00;4737.6;108;715.668;291700;2025-11-14 00:00:00;4737.6;108;715.668;2025-11-17 00:00:00;1;3;4;27;1;Entregue
422;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUAR LJ 02 MACAIBA-SBC ATACAD;Macaiba;RN;10100500;RN - MACAÍBA;288356;2025-11-04 00:00:00;4165.58;140;1644.012;288563;2025-11-05 00:00:00;4165.57;140;1644.012;2025-11-06 00:00:00;1;1;2;13;1;Entregue
842;VIVIANE ISMENIA FARIAS FERREIRA LTDA;MERC. SANTA CLARA;Santa Cruz;RN;10101800;RN - TRAIRI;289300;2025-11-06 00:00:00;453.84;13;84.924;289850;2025-11-07 00:00:00;453.84;13;84.924;2025-11-11 00:00:00;1;4;5;12;1;Entregue
1331;ATACADAO VICUNHA LTDA;ATACADAO VICUNHA;Currais Novos;RN;10101200;RN - SERIDÓ 2;291420;2025-11-13 00:00:00;8604.56;189;1019.754;291911;2025-11-14 00:00:00;2478.01;59;284.616;2025-11-19 00:00:00;1;5;6;1;1;Entregue
235;CAICO DISTRIBUIDORA DE LATICINIOS E FRIOS LTDA;CAICO FRIOS ZONA NORTE;Natal;RN;10100101;RN - NATAL NORTE;290666;2025-11-11 00:00:00;1360.28;44;289.852;291132;2025-11-13 00:00:00;1203.08;41;249.316;2025-11-18 00:00:00;2;5;7;11;1;Entregue
225;ATACADAO S.A.;ATACADAO MACEIO CD FIL. 220;Maceió;AL;10400100;AL - GRANDE MACEIÓ;292174;2025-11-17 00:00:00;33666.9;1400;6758.76;294011;2025-11-24 00:00:00;33666.9;1400;6758.76;;7;;;16;0;Em Rota
420;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA  MATRIZ LJ 01-SBC ATACADO;Extremoz;RN;10100300;RN - EXTREMOZ;292396;2025-11-17 00:00:00;1075.32;21;101.544;292597;2025-11-18 00:00:00;1075.32;21;101.544;2025-11-19 00:00:00;1;1;2;19;1;Entregue
493;MERCANTIL MEDEIROS E MARTINS LTDA;MERCANTIL ESTRELA-REDE OESTE;SAO FRANCISCO OESTE;RN;10101500;RN - AUTO-OESTE;288541;2025-11-05 00:00:00;308.5;15;163.512;289670;2025-11-07 00:00:00;308.5;15;163.512;2025-11-13 00:00:00;2;6;8;5;1;Entregue
947;DOCES DANTAS LTDA;DOCES DANTAS ATACADO;Natal;RN;10100101;RN - NATAL NORTE;289500;2025-11-07 00:00:00;581.71;20;234.42;290241;2025-11-10 00:00:00;581.71;20;234.42;2025-11-12 00:00:00;3;2;5;3;1;Entregue
423;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUAR LJ 03 PARNAMIRIM-SBC ATA;Parnamirim;RN;10100400;RN - PARNAMIRIM;292618;2025-11-18 00:00:00;998.62;31;374.442;292903;2025-11-19 00:00:00;998.62;31;374.442;2025-11-21 00:00:00;1;2;3;6;1;Entregue
786;JOAO MARIA SOBRINHO;SUP. SANTA CRUZ;Santa Cruz;RN;10101800;RN - TRAIRI;289301;2025-11-06 00:00:00;1480.84;36;245.928;290061;2025-11-10 00:00:00;178.56;3;32.184;2025-11-11 00:00:00;4;1;5;1;1;Entregue
5773;A BEZERRA OLIVEIRA COMERCIO LTDA;MERCADINHO POPULAR;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;290139;2025-11-10 00:00:00;589.44;16;96.408;290256;2025-11-10 00:00:00;532.08;15;91.584;2025-11-11 00:00:00;0;1;1;15;1;Entregue
1280;MCA COMERCIO DE ALIMENTOS LTDA;O ATACADINHO MCA - PB;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;291446;2025-11-14 00:00:00;115.92;5;26.592;291784;2025-11-14 00:00:00;115.92;5;26.592;2025-11-17 00:00:00;0;3;3;3;1;Entregue
679;AILTON CORTEZ DANTAS;MERC. DO BREJO-R. VALOR REAL;Currais Novos;RN;10101200;RN - SERIDÓ 2;293297;2025-11-21 00:00:00;591.24;23;155.388;293798;2025-11-21 00:00:00;591.24;23;155.388;;0;;;9;0;Em Rota
555;SUPERMERCADO RODRIGUES LTDA;SUP. RODRIGUES FILIAL REDE RN;Ceara-Mirim;RN;10101600;RN - SALINEIRA 1;293195;2025-11-20 00:00:00;1095.61;30;263.76;293574;2025-11-21 00:00:00;1095.61;30;263.76;;1;;;4;0;Em Rota
542;SUPERMERCADO MEDEIROS LTDA;SUP. MEDEIROS-MATRIZ REDE RN;TOUROS;RN;10101600;RN - SALINEIRA 1;289324;2025-11-06 00:00:00;423.74;12;129.6;289634;2025-11-07 00:00:00;423.74;12;129.6;2025-11-13 00:00:00;1;6;7;1;1;Entregue
1325;MEDEIROS & QUEIROZ LTDA;DOCES BOA VISTA CAICO;Caico;RN;10101200;RN - SERIDÓ 2;291066;2025-11-12 00:00:00;966.44;40;432;291734;2025-11-14 00:00:00;966.44;40;432;;2;;;4;0;Em Rota
1302;GNC COMERCIAL DE ALIMENTOS LTDA;G.N.C COML.DE ALIMENTOS;Parnamirim;RN;10100400;RN - PARNAMIRIM;288840;2025-11-05 00:00:00;4325.52;269;1743.12;289896;2025-11-07 00:00:00;4325.52;269;1743.12;2025-11-10 00:00:00;2;3;5;1;1;Entregue
1065;JOSE NELSON ALVES;MERC. OPCAO;Santa Cruz;RN;10101800;RN - TRAIRI;289302;2025-11-06 00:00:00;1407.0;36;166.296;289852;2025-11-07 00:00:00;1407.0;36;166.296;2025-11-11 00:00:00;1;4;5;29;1;Entregue
639;J C RODRIGUES MERCADINHO;SUP. ANGICANO - REDE SUPERCOP;Natal;RN;10100102;RN - NATAL SUL;292704;2025-11-18 00:00:00;4222.06;94;301.476;293984;2025-11-24 00:00:00;320.4;5;8.22;;6;;;1;0;Em Rota
422;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUAR LJ 02 MACAIBA-SBC ATACAD;Macaiba;RN;10100500;RN - MACAÍBA;288352;2025-11-04 00:00:00;2413.8;84;546;288897;2025-11-06 00:00:00;403.2;15;117.36;2025-11-06 00:00:00;2;0;2;1;1;Entregue
111;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL RODOVIARIA;Natal;RN;10100103;RN - NATAL OESTE;290948;2025-11-12 00:00:00;9954.36;215;2207.796;292048;2025-11-17 00:00:00;6016.68;135;1386.036;2025-11-19 00:00:00;5;2;7;7;1;Entregue
138;SENDAS DISTRIBUIDORA S/A;ASSAI N. SENH. SOCORRO SE LJ 251;NSA SRA SOCORRO;SE;10500100;SE|BA-SERGIP+PAULO A;289060;2025-11-06 00:00:00;5208.09;344;2002.14;293050;2025-11-19 00:00:00;4713.29;334;1985.7;;13;;;10;0;Em Rota
5850;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;ANCORA DISTRIBUIDORA MOLINA - FRIGOLANDIA LJ22;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;290407;2025-11-10 00:00:00;280.65;6;32.616;290472;2025-11-11 00:00:00;200.07;5;31.104;;1;;;6;0;Em Rota
4755;CENTRAL SUPERMERCADOS LTDA;NONATO ATACAREJO UPANEMA;UPANEMA;RN;10101300;RN - MOSSORÓ;293235;2025-11-21 00:00:00;724.28;18;139.78;293973;2025-11-24 00:00:00;57.24;1;1.644;;3;;;1;0;Em Rota
5602;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL VALE DO SOL;Parnamirim;RN;10100400;RN - PARNAMIRIM;290949;2025-11-12 00:00:00;706.68;13;176.056;291120;2025-11-13 00:00:00;77.88;1;13.912;2025-11-14 00:00:00;1;1;2;1;1;Entregue
3873;SERIDO ATACADO LTDA;SERIDO ATACADO T. LAURENTINO FILIAL-REDE SERIDO;TEN LAURENTINO CRUZ;RN;10101100;RN - SERIDÓ 1;291177;2025-11-13 00:00:00;1313.76;32;176.132;291704;2025-11-14 00:00:00;1247.52;31;165.86;2025-11-19 00:00:00;1;5;6;22;1;Entregue
1304;FORMOSA SUPERMERCADOS E MAGAZINE LTDA;FORMOSA CD;Belem;PA;10800300;PI|PA|MA-GRANDE BELÉ;290118;2025-11-10 00:00:00;2927.28;123;499.68;290625;2025-11-13 00:00:00;2927.28;123;499.68;2025-11-21 00:00:00;3;8;11;8;1;Entregue
424;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA LJ 02-SBC ATACADO;Extremoz;RN;10100300;RN - EXTREMOZ;288304;2025-11-04 00:00:00;965.4;25;155.88;288584;2025-11-05 00:00:00;831.0;20;116.76;2025-11-07 00:00:00;1;2;3;13;1;Entregue
424;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA LJ 02-SBC ATACADO;Extremoz;RN;10100300;RN - EXTREMOZ;288304;2025-11-04 00:00:00;965.4;25;155.88;288893;2025-11-06 00:00:00;134.4;5;39.12;2025-11-07 00:00:00;2;1;3;1;1;Entregue
425;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA LJ 03 CENTRO-SBC ATA;Extremoz;RN;10100300;RN - EXTREMOZ;288306;2025-11-04 00:00:00;650.88;21;141.792;288894;2025-11-06 00:00:00;134.4;5;39.12;2025-11-07 00:00:00;2;1;3;1;1;Entregue
870;NEIDE ALVES PIRES PRAXEDES;MERCEARIA PIRES;ACARI;RN;10101200;RN - SERIDÓ 2;290444;2025-11-11 00:00:00;729.12;22;157.98;291628;2025-11-14 00:00:00;729.12;22;157.98;2025-11-17 00:00:00;3;3;6;16;1;Entregue
536;REBOUCAS SUPERMERCADO LTDA;REBOUCAS CENTRO;Mossoro;RN;10101300;RN - MOSSORÓ;289013;2025-11-06 00:00:00;2257.09;65;458.856;289759;2025-11-07 00:00:00;1189.08;45;244.296;2025-11-12 00:00:00;1;5;6;9;1;Entregue
1191;SEBASTIAO GERALDO DE SOUZA;BAR U1000D TIAO;Natal;RN;10100102;RN - NATAL SUL;291347;2025-11-13 00:00:00;300.84;18;108.144;291833;2025-11-14 00:00:00;300.84;18;108.144;2025-11-19 00:00:00;1;5;6;4;1;Entregue
505;HIPER QUEIROZ LTDA;QUEIROZ CARAUBAS;CARAUBAS;RN;10101500;RN - AUTO-OESTE;293259;2025-11-21 00:00:00;1265.52;37;273.648;293499;2025-11-21 00:00:00;1137.36;35;270.36;;0;;;4;0;Em Rota
1260;DISTRIBUIDORA DE ALIMENTOS SERTANEJO LTDA;SERTANEJO ATACAREJO;APODI;RN;10101500;RN - AUTO-OESTE;289298;2025-11-06 00:00:00;3094.44;111;873.456;289679;2025-11-07 00:00:00;3094.44;111;873.456;2025-11-13 00:00:00;1;6;7;10;1;Entregue
2056;2 IRMAOS VAREJO LTDA;SUP. SAO LUCAS-JARDIM LOLA;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;290867;2025-11-12 00:00:00;1747.64;64;358.608;291126;2025-11-13 00:00:00;1747.64;64;358.608;2025-11-18 00:00:00;1;5;6;26;1;Entregue
108;SUPERMERCADO NORDESTAO LTDA;NORDESTAO NOVA PARNAMIRIM LJ 8;Parnamirim;RN;10100400;RN - PARNAMIRIM;290737;2025-11-11 00:00:00;3399.78;58;167.526;291812;2025-11-14 00:00:00;3099.54;54;162.894;2025-11-17 00:00:00;3;3;6;25;1;Entregue
2734;SENDAS DISTRIBUIDORA S/A;ASSAI MESSEJANA LJ 189;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;292388;2025-11-17 00:00:00;16548.6;650;4820.28;292427;2025-11-18 00:00:00;16548.6;650;4820.28;;1;;;9;0;Em Rota
380;CLAUDIA CONCEICAO OLIVEIRA FAUSTINO FELIX;MERC. COBAL- REDE COMPREMAIS;AREIA;PB;10200500;PB - SUPERIOR CG 1;289514;2025-11-07 00:00:00;2954.4;92;546.96;291709;2025-11-14 00:00:00;2954.4;92;546.96;2025-11-22 00:00:00;7;8;15;26;1;Entregue
5843;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;SUPERFRANGOLANDIA RUI BARBOSA - FRANGOLANDIA LJ14;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;290404;2025-11-10 00:00:00;2062.11;57;276.006;290467;2025-11-11 00:00:00;2062.11;57;276.006;;1;;;32;0;Em Rota
559;HBV DISTRIBUIDORA DE FRIOS LTDA;EXTREMOZ SUPERMERCADOS LJ 03 - G. C-ASA;Extremoz;RN;10100300;RN - EXTREMOZ;287946;2025-11-03 00:00:00;2052.6;52;280.26;288574;2025-11-05 00:00:00;2052.6;52;280.26;2025-11-07 00:00:00;2;2;4;26;1;Entregue
233;CAICO DISTRIBUIDORA DE LATICINIOS E FRIOS LTDA;CAICO FRIOS NATAL DIX SEPT ROSADO;Natal;RN;10100103;RN - NATAL OESTE;291259;2025-11-13 00:00:00;1716.0;132;855.36;291821;2025-11-14 00:00:00;1716.0;132;855.36;2025-11-17 00:00:00;1;3;4;1;1;Entregue
5210;MARCIA ATAKAREJO COMERCIO DE ALIMENTOS E BEBIDAS LTDA;MARCIA ATAKAREJO CE;ITAPIPOCA;CE;10700100;CE - OPERADOR LOGÍST;291100;2025-11-13 00:00:00;357.6;19;72.696;292071;2025-11-17 00:00:00;357.6;19;72.696;;4;;;3;0;Em Rota
