CODPARC;RAZAOSOCIAL;NOMEPARC;NOMECID;UF;CODREG;NOMEREG;NUNOTAPEDIDO;DTNEG;VLRPEDIDO;TOTAL_CAIXASPEDIDO;PESO_PEDIDO;NUNOTAVENDA;DTFATURAMENTO;VLRNOTA;TOTAL_CAIXASFATUR;PESO_NOTA;DTENTREGA;DIAS;FATURADOENTREGA;PEDIDOENTREGA;SEQUENCIA;STATUS;STATUS_DESC
2599;EMANUEL ISAIAS GONÇALVES DE OLIVEIRA;EMANUEL ISAIAS - FUNCIONARIO;Macaiba;RN;10100500;RN - MACAÍBA;290527;2025-11-11 00:00:00;30.4;1;10.442;290537;2025-11-11 00:00:00;30.4;1;10.442;2025-11-11 00:00:00;0;0;0;1;1;Entregue
721;L R PRODUTOS ALIMENTICIOS LTDA;PANIFICADORA SAO PEDRO;Caiçara do Norte;RN;10101700;RN - SALINEIRA 2;289048;2025-11-06 00:00:00;1649.15;63;715.476;289827;2025-11-07 00:00:00;1627.36;62;705.034;2025-11-11 00:00:00;1;4;5;14;1;Entregue
413;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO AYRTON SENA 02;Natal;RN;10100102;RN - NATAL SUL;290639;2025-11-11 00:00:00;2451.24;47;96.18;291180;2025-11-13 00:00:00;2412.36;45;95.628;2025-11-14 00:00:00;2;1;3;30;1;Entregue
416;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO MACAIBA LJ 04;Macaiba;RN;10100500;RN - MACAÍBA;290780;2025-11-12 00:00:00;4784.68;85;309.446;291503;2025-11-14 00:00:00;194.88;3;40.536;2025-11-14 00:00:00;2;0;2;1;1;Entregue
1314;CEREALISTA MADALENA LTDA;CEREALISTA MADALENA-PB;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;291270;2025-11-13 00:00:00;789.6;20;55.68;291721;2025-11-14 00:00:00;789.6;20;55.68;2025-11-18 00:00:00;1;4;5;1;1;Entregue
237;MEDEIROS & MEDEIROS DISTRIBUIDORA DE FRIOS LTDA;CORTE FACIL PARNAMIRIM;Parnamirim;RN;10100400;RN - PARNAMIRIM;292921;2025-11-19 00:00:00;2662.48;70;361.752;292930;2025-11-19 00:00:00;2662.48;70;361.752;2025-11-21 00:00:00;0;2;2;28;1;Entregue
788;ELIANE AMARA DOS SANTOS LTDA;MERC. ECONOMICO;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;293275;2025-11-21 00:00:00;4930.69;185;1144.056;294161;2025-11-24 00:00:00;114.48;2;3.288;;3;;;1;0;Em Rota
421;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUARLJ 01-SBC ATACADO;Macaiba;RN;10100500;RN - MACAÍBA;292778;2025-11-18 00:00:00;845.51;13;48.564;292975;2025-11-19 00:00:00;845.51;13;48.564;2025-11-21 00:00:00;1;2;3;13;1;Entregue
3824;BARBOZA & MELO LTDA;VAREJAO SUPERMERCADOS - PEDRAS DE FOGO PB;PEDRAS DE FOGO;PB;10200300;PB - INFERIOR JP;291471;2025-11-14 00:00:00;1934.69;93;563.952;291900;2025-11-14 00:00:00;1934.69;93;563.952;2025-11-21 00:00:00;0;7;7;16;1;Entregue
549;C-ASA COMERCIO E DISTRIBUICAO DE FRIOS LTDA;C-ASA DISTRIBUICAO ZN - LJ 01;Natal;RN;10100101;RN - NATAL NORTE;292167;2025-11-17 00:00:00;16745.83;618;3547.68;292237;2025-11-17 00:00:00;16745.83;618;3547.68;2025-11-18 00:00:00;0;1;1;9;1;Entregue
5776;AAG COMERCIO VAREJISTA DE ALIMENTOS LTDA;SUPERMERCADO SAO SEBASTIAO - PB;Cabedelo;PB;10200100;PB - JOÃO PESSOA;291274;2025-11-13 00:00:00;354.0;8;51.936;291786;2025-11-14 00:00:00;279.84;7;41.664;2025-11-17 00:00:00;1;3;4;4;1;Entregue
2353;ANDERSON MELO  DOS SANTOS;ANDERSON MELO - FUNCIONARIO;Natal;RN;10100102;RN - NATAL SUL;288589;2025-11-05 00:00:00;36.51;1;12.312;288651;2025-11-05 00:00:00;36.51;1;12.312;;0;;;1;0;Em Rota
4650;NORDESTE ATACAREJO LTDA;NORDESTE ATACAREJO - QUEIROZ MONTE CASTELO;Parnamirim;RN;10100400;RN - PARNAMIRIM;294026;2025-11-24 00:00:00;2166.24;97;745.488;294092;2025-11-24 00:00:00;2166.24;97;745.488;;0;;;4;0;Em Rota
1314;CEREALISTA MADALENA LTDA;CEREALISTA MADALENA-PB;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;292471;2025-11-18 00:00:00;1300.95;60;648;293664;2025-11-21 00:00:00;1300.95;60;648;;3;;;3;0;Em Rota
555;SUPERMERCADO RODRIGUES LTDA;SUP. RODRIGUES FILIAL REDE RN;Ceara-Mirim;RN;10101600;RN - SALINEIRA 1;288608;2025-11-05 00:00:00;282.49;8;86.4;289620;2025-11-07 00:00:00;282.49;8;86.4;2025-11-12 00:00:00;2;5;7;1;1;Entregue
973;I M S REVOREDO;MERC. AMARELINHO-ROCAS;Natal;RN;10100104;RN - NATAL LESTE;290941;2025-11-12 00:00:00;286.68;9;69.072;291184;2025-11-13 00:00:00;286.68;9;69.072;2025-11-14 00:00:00;1;1;2;5;1;Entregue
4321;NOSSO ATACAREJO COMERCIO DE GENEROS ALIMENTICIOS LTDA;NOSSO ATACAREJO - ACU;Acu;RN;10101300;RN - MOSSORÓ;289307;2025-11-06 00:00:00;5477.4;172;1201.548;289726;2025-11-07 00:00:00;5477.4;172;1201.548;2025-11-11 00:00:00;1;4;5;32;1;Entregue
114;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL MOEMA TINOCO PAJUCARA;Natal;RN;10100101;RN - NATAL NORTE;291440;2025-11-13 00:00:00;26997.16;1099;12467.418;293388;2025-11-21 00:00:00;26997.16;1099;12467.418;;8;;;18;0;Em Rota
276;CENTRAL DISTRIBUIDORA DE ALIMENTOS LTDA;NONATO ATACAREJO MOSSORO;Mossoro;RN;10101300;RN - MOSSORÓ;289431;2025-11-07 00:00:00;7882.44;182;1401.5;289808;2025-11-07 00:00:00;6756.84;162;1186.94;2025-11-12 00:00:00;0;5;5;37;1;Entregue
4970;A. BARRETO COMERCIO DE ALIMENTOS LTDA;QUALIFRIOS PONTA NEGRA - REDE RN;Natal;RN;10100102;RN - NATAL SUL;288069;2025-11-03 00:00:00;1423.44;41;197.316;288648;2025-11-05 00:00:00;1423.44;41;197.316;2025-11-06 00:00:00;2;1;3;24;1;Entregue
167;SENDAS DISTRIBUIDORA S/A;ASSAI JABOATAO DOS GUARAPES-44;JABOATAO GUARARAPES;PE;10300400;PE - JABOATÃO + CABO;291508;2025-11-14 00:00:00;5986.8;343;1969.512;293996;2025-11-24 00:00:00;343.44;6;9.864;;10;;;1;0;Em Rota
620;SUPERMERCADO M S BARROS LTDA;MS BARROS ABEL CABRAL - R.SUPER SHOW;Parnamirim;RN;10100400;RN - PARNAMIRIM;291969;2025-11-15 00:00:00;507.37;27;291.6;292547;2025-11-18 00:00:00;507.37;27;291.6;2025-11-19 00:00:00;3;1;4;4;1;Entregue
1275;P J REFEICOES COLETIVAS LTDA;ANCORA REFEICOES - PJ REFEICOES;Natal;RN;10100103;RN - NATAL OESTE;289495;2025-11-07 00:00:00;3616.52;101;504.096;289902;2025-11-07 00:00:00;3616.52;101;504.096;2025-11-11 00:00:00;0;4;4;7;1;Entregue
282;NOSSO ATACAREJO COMERCIO DE GENEROS ALIMENTICIOS LTDA;NOSSO ATACAREJO SAO MIGUEL;SAO MIGUEL;RN;10101500;RN - AUTO-OESTE;289310;2025-11-06 00:00:00;5111.56;112;1018.854;289675;2025-11-07 00:00:00;5111.56;112;1018.854;2025-11-12 00:00:00;1;5;6;23;1;Entregue
3278;FORNECE FOOD SERVICE LTDA;FORNECE FOOD SERVICE;Mossoro;RN;10101300;RN - MOSSORÓ;292194;2025-11-17 00:00:00;1124.76;46;530.418;293549;2025-11-21 00:00:00;1050.98;43;492.492;;4;;;14;0;Em Rota
149;SENDAS DISTRIBUIDORA S/A;ASSAI TERESINA RAUL LOPES LJ 228;Teresina;PI;10800100;PI|MA-GRANDE TERESIN;290102;2025-11-10 00:00:00;25506.0;1109;7922.704;292319;2025-11-18 00:00:00;23373.6;979;6914.104;;8;;;14;0;Em Rota
1333;AZEVEDO CRUZ SUPERMERCADO LTDA;ALEX SUPERMERCADO SP POTENGI-COMPRECLUBE;São Paulo do Potengi;RN;10101800;RN - TRAIRI;289488;2025-11-07 00:00:00;4111.44;106;740.616;290856;2025-11-12 00:00:00;3824.64;101;716.496;2025-11-14 00:00:00;5;2;7;23;1;Entregue
1333;AZEVEDO CRUZ SUPERMERCADO LTDA;ALEX SUPERMERCADO SP POTENGI-COMPRECLUBE;São Paulo do Potengi;RN;10101800;RN - TRAIRI;289488;2025-11-07 00:00:00;4111.44;106;740.616;291014;2025-11-12 00:00:00;286.8;5;24.12;2025-11-18 00:00:00;5;6;11;1;1;Entregue
827;M I DE OLIVEIRA;MERC. PADRE CICERO SERRA CAIADA-REDE RN;Serra Caiada;RN;10101800;RN - TRAIRI;289305;2025-11-06 00:00:00;1634.22;39;219.804;289871;2025-11-07 00:00:00;1434.06;36;187.62;2025-11-10 00:00:00;1;3;4;15;1;Entregue
993;RAFAEL CRISANTO TAVARES;TAVARES SUPERMERCADOS;Natal;RN;10100101;RN - NATAL NORTE;289544;2025-11-07 00:00:00;553.56;15;60.504;290252;2025-11-10 00:00:00;553.56;15;60.504;2025-11-11 00:00:00;3;1;4;15;1;Entregue
5527;A B B DE OLIVEIRA COMERCIAL LTDA;FRIGOVALE II;Ceara-Mirim;RN;10101600;RN - SALINEIRA 1;288497;2025-11-05 00:00:00;307.6;6;41.04;289615;2025-11-07 00:00:00;307.6;6;41.04;2025-11-11 00:00:00;2;4;6;5;1;Entregue
540;REBOUCAS SUPERMERCADO LTDA;REBOUCAS ALTO DE SAO MANOEL;Mossoro;RN;10101300;RN - MOSSORÓ;293157;2025-11-20 00:00:00;2931.24;97;376.752;293556;2025-11-21 00:00:00;2636.64;92;368.532;;1;;;20;0;Em Rota
485;SUESTENY LTDA;O PARAIBANO SUP. LJ 18 -R. NOSSA GENTE;Canguaretama;RN;10100900;RN - AGRESTE 1;291077;2025-11-12 00:00:00;1417.62;21;196.368;291640;2025-11-14 00:00:00;1343.46;20;186.096;2025-11-18 00:00:00;2;4;6;10;1;Entregue
453;IONALY JASMINY BEZERRA ASSUNCAO LTDA;REDE MAIS ROSA DOS VENTOS;Parnamirim;RN;10100400;RN - PARNAMIRIM;293372;2025-11-21 00:00:00;526.5;28;171.648;293740;2025-11-21 00:00:00;526.5;28;171.648;;0;;;5;0;Em Rota
898;MERCADINHO SANTOS LTDA;MERC. SANTOS;GUAMARE;RN;10101700;RN - SALINEIRA 2;293322;2025-11-21 00:00:00;382.65;14;157.908;293596;2025-11-21 00:00:00;382.65;14;157.908;;0;;;7;0;Em Rota
3364;MERCADINHO ARAUJO LTDA;MERC. ARAUJO-COMPRECLUBE;Santa Cruz;RN;10101800;RN - TRAIRI;289309;2025-11-06 00:00:00;1154.44;23;205.2;290048;2025-11-10 00:00:00;238.08;4;42.912;2025-11-11 00:00:00;4;1;5;1;1;Entregue
4933;PS ATACAREJO SANTO ANTONIO LTDA;ATACAREJO SANTO ANTONIO;Santo Antônio;RN;10101000;RN - AGRESTE 2;291434;2025-11-13 00:00:00;5027.2;170;1443.84;291643;2025-11-14 00:00:00;5027.2;170;1443.84;2025-11-17 00:00:00;1;3;4;2;1;Entregue
512;HIPER QUEIROZ LTDA;QUEIROZ B. HORIZONTE NOVO;Mossoro;RN;10101300;RN - MOSSORÓ;292303;2025-11-17 00:00:00;654.19;36;388.8;293531;2025-11-21 00:00:00;654.19;36;388.8;;4;;;3;0;Em Rota
3385;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL SAO GONCALO;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;290736;2025-11-11 00:00:00;11461.92;346;1339.68;290955;2025-11-12 00:00:00;11461.92;346;1339.68;2025-11-14 00:00:00;1;2;3;39;1;Entregue
5886;J L DE MEDEIROS & ARAUJO LTDA;REDE MAIS LEVA MAIS ATACAREJO MACAU;Macau;RN;10101700;RN - SALINEIRA 2;292803;2025-11-18 00:00:00;7489.12;190;951.996;293588;2025-11-21 00:00:00;7489.12;190;951.996;;3;;;46;0;Em Rota
236;CAICO DISTRIBUIDORA DE LATICINIOS E FRIOS LTDA;CAICO FRIOS LAGOA NOVA;Natal;RN;10100102;RN - NATAL SUL;291417;2025-11-13 00:00:00;510.44;23;264.978;291832;2025-11-14 00:00:00;436.66;20;227.052;2025-11-17 00:00:00;1;3;4;5;1;Entregue
522;GP COMERCIAL DE ALIMENTOS LTDA;QUEIROZ BARAUNAS;BARAUNA;RN;10101300;RN - MOSSORÓ;289062;2025-11-06 00:00:00;1200.72;58;349.764;289725;2025-11-07 00:00:00;1200.72;58;349.764;2025-11-13 00:00:00;1;6;7;13;1;Entregue
486;O BARATEIRO SUPERMERCADO LTDA;O BARATEIRO SUP.-REDE OESTE;TENENTE ANANIAS;RN;10101500;RN - AUTO-OESTE;293174;2025-11-20 00:00:00;1412.15;50;585.36;293477;2025-11-21 00:00:00;1412.15;50;585.36;;1;;;3;0;Em Rota
883;SUPERMERCADO ESPERANCA LTDA;SUP. ESPERANCA;RIO DO FOGO;RN;10101600;RN - SALINEIRA 1;292617;2025-11-18 00:00:00;353.52;12;59.568;293575;2025-11-21 00:00:00;353.52;12;59.568;;3;;;11;0;Em Rota
645;SUPERMERCADO VAREJISTA CASA VERDE LTDA;SUP. CASA VERDE SAO P. POTENGI-REDE SUPERCOP;São Paulo do Potengi;RN;10101800;RN - TRAIRI;289318;2025-11-06 00:00:00;1774.32;59;353.34;290280;2025-11-10 00:00:00;1774.32;59;353.34;2025-11-14 00:00:00;4;4;8;22;1;Entregue
496;ROSIVAN DUARTE MARINHO LTDA;SUP. SAO JOAO-REDE OESTE;APODI;RN;10101500;RN - AUTO-OESTE;293183;2025-11-20 00:00:00;308.8;11;97.44;293485;2025-11-21 00:00:00;308.8;11;97.44;;1;;;4;0;Em Rota
495;REAL SUPERMERCADO LTDA;REAL SUP. - REDE OESTE;ALEXANDRIA;RN;10101500;RN - AUTO-OESTE;293179;2025-11-20 00:00:00;392.15;20;216;293481;2025-11-21 00:00:00;392.15;20;216;;1;;;4;0;Em Rota
544;TONY CESAR PEREIRA DE SOUZA LTDA;SUP. BOM JESUS-REDE RN;Natal;RN;10100103;RN - NATAL OESTE;289991;2025-11-10 00:00:00;1902.01;60;498.48;290514;2025-11-11 00:00:00;1633.21;50;420.24;2025-11-12 00:00:00;1;1;2;3;1;Entregue
544;TONY CESAR PEREIRA DE SOUZA LTDA;SUP. BOM JESUS-REDE RN;Natal;RN;10100103;RN - NATAL OESTE;289991;2025-11-10 00:00:00;1902.01;60;498.48;291844;2025-11-14 00:00:00;268.8;10;78.24;2025-11-17 00:00:00;4;3;7;1;1;Entregue
548;F V P DE MORAES;PANIF. VOLLET- REDE RN;Natal;RN;10100101;RN - NATAL NORTE;289995;2025-11-10 00:00:00;1643.41;45;395.64;290242;2025-11-10 00:00:00;1643.41;45;395.64;2025-11-12 00:00:00;0;2;2;4;1;Entregue
259;DISTRIBUIDORA DE ALIMENTOS MAR VERMELHO LTDA;MAR VERMELHO Z. NORTE MATRIZ;Natal;RN;10100101;RN - NATAL NORTE;289215;2025-11-06 00:00:00;2534.43;264;1710.72;290244;2025-11-10 00:00:00;2534.43;264;1710.72;2025-11-11 00:00:00;4;1;5;2;1;Entregue
2253;JOSE RICARDO BARBOSA DE FIGUEREDO LTDA;SUP. GOLADO - REDE PARAIBA;PIRPIRITUBA;PB;10200500;PB - SUPERIOR CG 1;293341;2025-11-21 00:00:00;484.08;20;107.268;293667;2025-11-21 00:00:00;484.08;20;107.268;;0;;;14;0;Em Rota
718;MARIA DO CEU AVELINO;SUP. AVELINO;Natal;RN;10100101;RN - NATAL NORTE;291163;2025-11-13 00:00:00;2079.12;56;280.848;292302;2025-11-17 00:00:00;98.4;2;20.544;2025-11-18 00:00:00;4;1;5;1;1;Entregue
5606;SUPERMERCADO NORDESTAO LTDA;NORDESTAO ABOLICAO IV;Mossoro;RN;10101300;RN - MOSSORÓ;292275;2025-11-17 00:00:00;1471.32;40;244.272;293530;2025-11-21 00:00:00;1471.32;40;244.272;;4;;;12;0;Em Rota
280;NOSSO ATACADO E VAREJO LTDA;NOSSO ATACADO E VAREJO;ARCOVERDE;PE;10300600;PE - AGRESTE CENTRAL;288502;2025-11-05 00:00:00;278.4;11;58.536;291324;2025-11-13 00:00:00;278.4;11;58.536;2025-11-21 00:00:00;8;8;16;6;1;Entregue
5789;NORDESTE ATACAREJO LTDA;NORDESTE ATACAREJO ITAPORANGA - QUEIROZ PB;ITAPORANGA;PB;10201000;PB|PE - ESQUERDA PAT;288682;2025-11-05 00:00:00;1542.24;36;179.988;289889;2025-11-07 00:00:00;1542.24;36;179.988;2025-11-12 00:00:00;2;5;7;8;1;Entregue
627;SUPERMERCADO MONTEALEGRENSE LTDA;MONTEALEGRENSE PIRANGI DO NT-R.SUPER SHOW;Parnamirim;RN;10100400;RN - PARNAMIRIM;292954;2025-11-19 00:00:00;2461.2;56;209.874;293982;2025-11-24 00:00:00;64.08;1;1.644;;5;;;1;0;Em Rota
2184;ATACADAO S.A.;ATACADAO CAMARAGIBE FIL. 152;CAMARAGIBE;PE;10300200;PE - SUPERIOR RECI 1;292094;2025-11-17 00:00:00;11526.64;646;3873.966;292633;2025-11-18 00:00:00;11526.64;646;3873.966;;1;;;12;0;Em Rota
5890;SANTEE RESTAURANTES LTDA;SANTEE RESTAURANTES - CE;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;289802;2025-11-07 00:00:00;4888.34;72;771.504;289932;2025-11-07 00:00:00;4421.06;66;688.032;2025-11-10 00:00:00;0;3;3;6;1;Entregue
2057;CENTRAL SUPERMERCADOS LTDA;NONATO ATACAREJO GROSSOS;GROSSOS;RN;10101400;RN - SUPERIOR MOSSOR;289429;2025-11-07 00:00:00;911.88;34;207.348;289728;2025-11-07 00:00:00;911.88;34;207.348;2025-11-12 00:00:00;0;5;5;13;1;Entregue
256;CENTRO COMERCIO DE CARNES LTDA;FRIGOIAS NAZARE;Natal;RN;10100103;RN - NATAL OESTE;290805;2025-11-12 00:00:00;569.28;18;82.176;291017;2025-11-12 00:00:00;64.2;1;4.824;2025-11-13 00:00:00;0;1;1;1;1;Entregue
762;R. URBANO MERCANTIL LTDA;HORIZONTE SUPERMERCADO;Mossoro;RN;10101300;RN - MOSSORÓ;292990;2025-11-19 00:00:00;3079.73;79;555.204;293532;2025-11-21 00:00:00;3079.73;79;555.204;;2;;;19;0;Em Rota
265;ARMAZEM MATEUS S.A.;ARMAZEM MIX MATEUS CD SAO LUIS;Sao Luis;MA;10800200;PI|MA-GRANDE SÃO LUÍ;288875;2025-11-05 00:00:00;64290.48;1208;8080.608;289525;2025-11-07 00:00:00;64290.48;1508;8080.608;;2;;;9;3;Devolvido
5607;QUATTRO COMERCIO DE ALIMENTOS LTDA;TUTTI CUCINA;Natal;RN;10100102;RN - NATAL SUL;288030;2025-11-03 00:00:00;542.4;8;25.2;288252;2025-11-04 00:00:00;542.4;8;25.2;2025-11-05 00:00:00;1;1;2;2;1;Entregue
616;SUPERMERCADO MONTEALEGRENSE LTDA;MONTEALEGRENSE PARNAMIRIM LJ 04 - R.SUPE;Parnamirim;RN;10100400;RN - PARNAMIRIM;292163;2025-11-17 00:00:00;507.38;27;291.6;292557;2025-11-18 00:00:00;507.38;27;291.6;2025-11-19 00:00:00;1;1;2;4;1;Entregue
1330;ATACAMIX COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA;ATACAMIX;SAPE;PB;10200200;PB - SUPERIOR JP;291498;2025-11-14 00:00:00;9404.25;391;2847.42;292301;2025-11-17 00:00:00;9283.17;389;2845.104;2025-11-18 00:00:00;3;1;4;32;1;Entregue
2252;SUPERMERCADO VIDA NOVA LTDA;SUP. VIDA NOVA 2-REDE PARAIBA;Belém;PB;10200500;PB - SUPERIOR CG 1;293349;2025-11-21 00:00:00;547.56;18;98.604;293678;2025-11-21 00:00:00;490.32;17;96.96;;0;;;9;0;Em Rota
110;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL EMAUS;Parnamirim;RN;10100400;RN - PARNAMIRIM;290734;2025-11-11 00:00:00;12953.82;293;699.336;292043;2025-11-17 00:00:00;12469.5;284;690.072;2025-11-18 00:00:00;6;1;7;42;1;Entregue
419;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO CENTRO PARNAMIRIM LJ 08;Parnamirim;RN;10100400;RN - PARNAMIRIM;290637;2025-11-11 00:00:00;1919.88;35;66.084;291258;2025-11-13 00:00:00;1881.0;34;65.532;2025-11-14 00:00:00;2;1;3;24;1;Entregue
880;COMERCIAL ELOI CHAVES LTDA;COMERCIAL ELOI CHAVES NOVO;Natal;RN;10100104;RN - NATAL LESTE;288588;2025-11-05 00:00:00;2434.92;93;558.416;289015;2025-11-06 00:00:00;2434.92;93;558.416;2025-11-07 00:00:00;1;1;2;9;1;Entregue
425;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA LJ 03 CENTRO-SBC ATA;Extremoz;RN;10100300;RN - EXTREMOZ;288305;2025-11-04 00:00:00;1099.36;35;415.8;288580;2025-11-05 00:00:00;1099.36;35;415.8;2025-11-07 00:00:00;1;2;3;6;1;Entregue
687;VAREJISTA BOM PRECO LTDA;SHOW DE PREÇO LJ 02;AREIA BRANCA;RN;10101400;RN - SUPERIOR MOSSOR;288958;2025-11-06 00:00:00;1054.56;55;319.92;289717;2025-11-07 00:00:00;1054.56;55;319.92;2025-11-13 00:00:00;1;6;7;9;1;Entregue
461;G A GOIS SUPERMERCADOS LTDA.;REDE MAIS DIX-SEPT ROSADO LJ 4;Natal;RN;10100103;RN - NATAL OESTE;291972;2025-11-15 00:00:00;467.47;12;148.404;292592;2025-11-18 00:00:00;467.47;12;148.404;2025-11-19 00:00:00;3;1;4;3;1;Entregue
498;VICENTE MOISES DE QUEIROZ FILHO LTDA;MERC. SAO VICENTE-REDE OESTE;AGUA NOVA;RN;10101500;RN - AUTO-OESTE;293167;2025-11-20 00:00:00;825.2;28;247.632;293470;2025-11-21 00:00:00;825.2;28;247.632;;1;;;4;0;Em Rota
632;COMERCIAL DE ALIMENTOS BIS LTDA;SUP. BIS ROSA DOS VENTOS LJ 02 -R.SUPER SHOW;Parnamirim;RN;10100400;RN - PARNAMIRIM;292082;2025-11-17 00:00:00;751.68;40;432;292556;2025-11-18 00:00:00;751.68;40;432;2025-11-19 00:00:00;1;1;2;4;1;Entregue
496;ROSIVAN DUARTE MARINHO LTDA;SUP. SAO JOAO-REDE OESTE;APODI;RN;10101500;RN - AUTO-OESTE;293185;2025-11-20 00:00:00;316.05;10;108;293486;2025-11-21 00:00:00;316.05;10;108;;1;;;1;0;Em Rota
222;ATACADAO S.A.;ATACADAO MACEIO FIL. 216;Maceió;AL;10400100;AL - GRANDE MACEIÓ;292112;2025-11-17 00:00:00;4704.0;294;656.208;293683;2025-11-21 00:00:00;4704.0;294;656.208;;4;;;2;0;Em Rota
462;COMERCIAL VENANCIO LTDA;REDE MAIS REDINHA;Natal;RN;10100101;RN - NATAL NORTE;293453;2025-11-21 00:00:00;4088.88;97;518.346;294069;2025-11-24 00:00:00;4088.88;97;518.346;;3;;;41;0;Em Rota
414;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO PONTA NEGRA 01;Natal;RN;10100102;RN - NATAL SUL;290640;2025-11-11 00:00:00;4204.6;74;130.644;291185;2025-11-13 00:00:00;4165.72;73;130.092;2025-11-14 00:00:00;2;1;3;40;1;Entregue
5797;KIMYX ATACAREJO LTDA;KIMYX ATACAREJO - COMPRAKI PE;Pesqueira;PE;10300600;PE - AGRESTE CENTRAL;291282;2025-11-13 00:00:00;816.47;28;313.442;291320;2025-11-13 00:00:00;816.47;28;313.442;2025-11-20 00:00:00;0;7;7;8;1;Entregue
108;SUPERMERCADO NORDESTAO LTDA;NORDESTAO NOVA PARNAMIRIM LJ 8;Parnamirim;RN;10100400;RN - PARNAMIRIM;290703;2025-11-11 00:00:00;3399.78;58;167.526;291828;2025-11-14 00:00:00;2874.36;51;159.42;2025-11-17 00:00:00;3;3;6;24;1;Entregue
5852;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;ANCORA DISTRIBUIDORA MONTENSE - FRANGOLANDIA LJ25;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;290413;2025-11-10 00:00:00;1731.09;38;164.196;290488;2025-11-11 00:00:00;1602.27;36;161.94;;1;;;33;0;Em Rota
546;LEMOS SUPERMERCADO LTDA;MERC. LEMOS - REDE RN;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;291328;2025-11-13 00:00:00;1620.88;42;197.928;292105;2025-11-17 00:00:00;1522.48;40;177.384;2025-11-18 00:00:00;4;1;5;26;1;Entregue
1254;STOCK DO CHEF ATACADO LTDA;STOCK DO CHEF ATACADO;Acu;RN;10101300;RN - MOSSORÓ;293416;2025-11-21 00:00:00;1869.0;45;416.2;293518;2025-11-21 00:00:00;1869.0;45;416.2;;0;;;3;0;Em Rota
915;SUPERMERCADO CURIMATAU LTDA;SUP. CURIMATAU;Nova Cruz;RN;10101000;RN - AGRESTE 2;291465;2025-11-14 00:00:00;2794.56;80;581.868;291577;2025-11-14 00:00:00;2794.56;80;581.868;2025-11-19 00:00:00;0;5;5;10;1;Entregue
4229;WMS SUPERMERCADOS DO BRASIL LTDA.;MAXXI JOAO PESSOA FIL. ATACADAO 688;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;292124;2025-11-17 00:00:00;60917.6;3125;18046.76;293031;2025-11-21 00:00:00;59207.6;3095;17997.44;;4;;;30;0;Em Rota
4448;AQUARIUS COMERCIO DE ALIMENTOS LTDA;AQUARIUS SUPERMERCADO LJ 02;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;289506;2025-11-07 00:00:00;2589.01;95;1086.48;289703;2025-11-07 00:00:00;2589.01;95;1086.48;2025-11-12 00:00:00;0;5;5;6;1;Entregue
492;MERCANTIL ALVES LTDA;MERCANTIL ALVES-REDE OESTE;DOUTOR SEVERIANO;RN;10101500;RN - AUTO-OESTE;288458;2025-11-04 00:00:00;751.56;21;86.946;289690;2025-11-07 00:00:00;687.36;20;82.122;2025-11-13 00:00:00;3;6;9;20;1;Entregue
992;J. M. DE ARAUJO MERCEARIA;SUPERBOX MARIA DAS GRACAS;JARDIM DO SERIDO;RN;10101200;RN - SERIDÓ 2;288123;2025-11-03 00:00:00;3400.03;100;1231.2;291593;2025-11-14 00:00:00;3400.03;100;1231.2;2025-11-19 00:00:00;11;5;16;1;1;Entregue
422;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUAR LJ 02 MACAIBA-SBC ATACAD;Macaiba;RN;10100500;RN - MACAÍBA;292956;2025-11-19 00:00:00;1660.6;110;743.664;292981;2025-11-19 00:00:00;1660.6;110;743.664;2025-11-21 00:00:00;0;2;2;4;1;Entregue
639;J C RODRIGUES MERCADINHO;SUP. ANGICANO - REDE SUPERCOP;Natal;RN;10100102;RN - NATAL SUL;292704;2025-11-18 00:00:00;4222.06;94;301.476;293822;2025-11-21 00:00:00;3831.1;87;292.152;;3;;;41;0;Em Rota
